Significant	-Log(P-value)	Difference	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Symbol color	Symbol type	Symbol size	Show label	B_1	B_2	B_3	B_4	BM_1	BM_2	BM_3	BM_4	C_1	C_2	C_3	C_4	CM_1	CM_2	CM_3	CM_4
	0.5818321421233	-0.0859699249267578	P07355	P07355;A6NMY6;H0YNP5;H0YKX9;H0YMD0;H0YLV6;H0YM50;H0YN42;H0YKS4;H0YKZ7;H0YMM1;H0YMU9;H0YMW4;H0YMT9	ANXA2_HUMAN	ANXA2	Annexin A2	Color2 [DarkGray]	1	4		17.8575382232666	17.1796073913574	17.6443500518799	17.6748752593994	17.8356380462646	17.2827529907227	18.0373649597168	17.9094944000244	18.296817779541	18.2875194549561	18.4303379058838	18.3011341094971	18.3945541381836	18.4922943115234	18.520637512207	18.2522029876709
	1.84931042857657	-0.373219966888428	P07358	P07358;F5H7G1;F5GY80	CO8B_HUMAN	C8B	Complement component C8 beta chain	Color2 [DarkGray]	1	4		16.8429145812988	17.1768741607666	16.7875576019287	16.9734516143799	17.0182971954346	16.9020099639893	17.4523220062256	17.3523368835449	16.8656978607178	16.6589794158936	16.8911895751953	16.7297134399414	16.8960361480713	17.1551933288574	17.3136711120605	17.2735595703125
	0.50470127870759	0.111839771270752	P07437	P07437;P68371;P04350;Q5JP53;Q5ST81	TBB5_HUMAN	TUBB	Tubulin beta chain	Color2 [DarkGray]	1	4		19.4321403503418	19.0152492523193	19.2373008728027	19.585807800293	18.7544593811035	18.7269268035889	18.9492473602295	18.9887752532959	19.4893321990967	19.6910610198975	19.3531513214111	19.3861675262451	19.4330272674561	19.5197200775146	19.3015232086182	19.2180824279785
+	3.73446552433895	0.296835422515869	P07602	P07602;C9JIZ6;Q5BJH1	SAP_HUMAN	PSAP	Prosaposin	Color2 [DarkGray]	1	4		20.3403453826904	20.032600402832	20.1130905151367	20.3012866973877	19.5761623382568	19.3838768005371	19.7107124328613	19.6387195587158	20.4686756134033	20.619758605957	20.5605297088623	20.488748550415	20.2437572479248	20.2518444061279	20.2510585784912	20.2037105560303
	0.466869438429414	-0.0518398284912109	P07686	P07686;Q5URX0	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta	Color2 [DarkGray]	1	4		18.6209831237793	18.09104347229	18.2101573944092	18.3968353271484	17.9344444274902	17.6712913513184	17.9905967712402	17.9948348999023	18.5522041320801	18.6786270141602	18.5723304748535	18.4736309051514	18.6080741882324	18.6544361114502	18.6712512969971	18.5503902435303
	0.264658912958726	-0.0747246742248535	P07711	P07711;Q5T8F0	CATL1_HUMAN	CTSL	Procathepsin L	Color2 [DarkGray]	1	4		16.8419322967529	16.577278137207	16.7546138763428	16.8109111785889	16.827615737915	16.4083442687988	16.3765468597412	16.411901473999	16.8887424468994	16.9181518554688	16.816822052002	16.7594718933105	17.0888710021973	16.7110214233398	17.1326007843018	16.7495937347412
	0.862656955539782	0.321743011474609	P07737	P07737;K7EJ44	PROF1_HUMAN	PFN1	Profilin-1	Color2 [DarkGray]	1	4		20.8476486206055	19.823881149292	19.9757385253906	20.8333339691162	20.0539627075195	19.6957778930664	20.9016056060791	20.4012260437012	21.1492328643799	21.2122039794922	21.2141571044922	21.2414608001709	21.2792167663574	21.0593738555908	20.7756404876709	20.4158515930176
	0.181044933783601	-0.0688238143920898	P07741	P07741;H3BQF1;H3BQB1	APT_HUMAN	APRT	Adenine phosphoribosyltransferase	Color2 [DarkGray]	1	4		16.8062725067139	16.6321849822998	16.7548866271973	16.6936092376709	16.3435077667236	16.0049877166748	16.1219444274902	16.418436050415	16.9597644805908	16.9836730957031	16.6188297271729	16.7882595062256	17.1910305023193	16.9914436340332	16.8244609832764	16.6188869476318
	0.79971794575075	0.115169048309326	P07858	P07858;E9PLY3;E9PHZ5;E9PSG5;E9PKQ7;E9PQM1;E9PNL5;E9PS78;E9PCB3;E9PR54;E9PJ67	CATB_HUMAN	CTSB	Cathepsin B	Color2 [DarkGray]	1	4		19.8536071777344	19.8251876831055	19.9090099334717	20.1684226989746	19.4509925842285	19.33669090271	19.2530975341797	19.3898658752441	19.9139289855957	20.206600189209	20.0981426239014	20.0833492279053	19.9253711700439	19.9160747528076	20.0749225616455	19.924976348877
	0.16164513850066	-0.0787248611450195	P07900	P07900	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha	Color2 [DarkGray]	1	4		19.8057899475098	18.88450050354	19.2133274078369	19.7182292938232	18.8943939208984	18.9235687255859	19.4997596740723	19.3413276672363	19.6429176330566	19.6686401367188	19.8625926971436	19.741081237793	20.1783542633057	19.9598407745361	19.7642860412598	19.3276500701904
	1.29036402936901	-0.451599597930908	P07942	P07942;E7EPA6;G3XAI2	LAMB1_HUMAN	LAMB1	Laminin subunit beta-1	Color2 [DarkGray]	1	4		18.0773067474365	18.2828350067139	18.4667263031006	18.05712890625	18.2526092529297	18.0064907073975	17.9518375396729	18.2559604644775	17.7558841705322	17.6586151123047	17.7612266540527	17.5193748474121	17.6251087188721	18.1303539276123	18.3315162658691	18.4145202636719
	1.03995004293733	0.208641529083252	P07954	P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial	Color2 [DarkGray]	1	4		18.5817413330078	17.9950275421143	17.9956893920898	18.8111457824707	18.2140293121338	18.1151599884033	18.8690452575684	18.6299362182617	19.2838134765625	19.0551071166992	19.0575370788574	19.1786518096924	18.9276008605957	19.110200881958	19.0070819854736	18.6956596374512
+	2.1770912967447	-0.419860363006592	P07996	P07996	TSP1_HUMAN	THBS1	Thrombospondin-1	Color2 [DarkGray]	1	4		20.6521015167236	20.8223419189453	20.7300910949707	20.8057823181152	20.5585403442383	20.6770133972168	20.7523403167725	20.7142448425293	20.1555347442627	20.3343124389648	20.1007232666016	20.0298805236816	20.3428859710693	20.5909004211426	20.6757907867432	20.690315246582
	0.924298586467791	-0.241524219512939	P08123	P08123;A0A087WTA8	CO1A2_HUMAN	COL1A2	Collagen alpha-2(I) chain	Color2 [DarkGray]	1	4		18.9698581695557	19.1125049591064	19.0141162872314	19.1446056365967	18.9859371185303	18.8665904998779	18.9429759979248	19.1245784759521	18.6675624847412	18.7926559448242	18.5379428863525	18.4370727539063	18.5687770843506	18.8063507080078	19.0677070617676	18.95849609375
	1.61335450535597	-0.304362773895264	P08133	P08133;E5RK69;E7EMC6	ANXA6_HUMAN	ANXA6	Annexin A6	Color2 [DarkGray]	1	4		17.7957096099854	16.5444793701172	16.9322147369385	17.425724029541	17.1962471008301	17.2465362548828	18.1524143218994	17.8145580291748	17.501859664917	17.7764644622803	17.7166328430176	17.7738285064697	18.1608467102051	18.0606536865234	17.9736804962158	17.7910556793213
+	2.63735554909908	-0.512961387634277	P08134;P61586	P61586;P08134;P62745;Q5JR05;U3KQV3;C9JRM1;Q5JR06;C9JX21;E9PN11;Q5JR07;Q5JR08;C9JNR4;E9PQH6;E9PLA2;U3KQA9	RHOA_HUMAN;RHOC_HUMAN	RHOA;RHOC	Rho-related GTP-binding protein RhoC	Color2 [DarkGray]	1	4		16.0430641174316	15.8441982269287	15.8434867858887	16.2945499420166	16.1019058227539	16.0705299377441	16.351936340332	16.357250213623	15.98011302948	15.9447736740112	15.9679937362671	15.684063911438	16.3110771179199	16.6130409240723	16.4072380065918	16.2974338531494
+	2.19509475325588	-0.637822151184082	P08185	P08185	CBG_HUMAN	SERPINA6	Corticosteroid-binding globulin	Color2 [DarkGray]	1	4		18.5858688354492	18.2392253875732	18.3757820129395	18.0983142852783	18.1529388427734	18.4893074035645	18.2676563262939	18.4160060882568	17.1387424468994	17.4073429107666	17.2088432312012	17.5751705169678	17.8964099884033	17.7238140106201	17.9633026123047	18.2978610992432
	0.0375587932386387	0.0201153755187988	P08238	P08238;Q14568;P07900;Q58FF8	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	Color2 [DarkGray]	1	4		20.962984085083	19.974437713623	20.2165794372559	20.729793548584	19.9673748016357	19.9175205230713	20.679479598999	20.3955574035645	20.7809753417969	20.7682189941406	21.0200424194336	20.9097499847412	21.2380523681641	20.9664173126221	20.7946434020996	20.3994121551514
	0.487032724749679	-0.439660787582397	P08253	P08253;H3BR66	MMP2_HUMAN	MMP2	72 kDa type IV collagenase	Color2 [DarkGray]	1	4		14.7316160202026	15.3915319442749	15.0373067855835	14.8843326568604	15.0144214630127	15.0198431015015	15.2204837799072	14.7493982315063	13.2517871856689	14.8843755722046	14.3499517440796	14.5525608062744	14.1379194259644	14.6624794006348	14.8740110397339	15.1229085922241
	0.388555406575168	0.200120449066162	P08263	GSTA1_HUMAN;P08263;Q7RTV2;Q16772;P09210;Q5JW85	GSTA1_HUMAN	GSTA1	Glutathione S-transferase A1	Color2 [DarkGray]	1	4		21.0990619659424	20.0343208312988	20.1772346496582	21.085807800293	20.2788486480713	19.9979400634766	21.4802513122559	20.957893371582	21.408374786377	21.3396453857422	21.4878597259521	21.4530620574951	21.7580699920654	21.3677349090576	21.0493907928467	20.713264465332
	0.471462846100757	-0.202777862548828	P08319	P08319;A0A0D9SFB5;D6R9K8;D6RIB1	ADH4_HUMAN	ADH4	All-trans-retinol dehydrogenase [NAD(+)] ADH4	Color2 [DarkGray]	1	4		18.3567008972168	17.616569519043	17.7308750152588	18.7287673950195	17.8966522216797	17.9111938476563	19.3307266235352	18.6338214874268	19.0733776092529	19.4647808074951	18.7417392730713	18.9784069061279	19.4582672119141	19.3916549682617	19.3113231658936	18.9081707000732
+	2.18113949516007	-0.731422901153564	P08571	P08571	CD14_HUMAN	CD14	Monocyte differentiation antigen CD14	Color2 [DarkGray]	1	4		18.0459613800049	17.5261325836182	17.4895114898682	17.5806560516357	17.679817199707	17.7444267272949	18.4622020721436	18.1213760375977	16.3949089050293	16.8155460357666	16.9139289855957	16.599983215332	17.2737045288086	17.1621150970459	17.4208068847656	17.7934322357178
+	2.77974834579124	-0.69598913192749	P08603	P08603;Q5TFM2;A0A0D9SG88	CFAH_HUMAN	CFH	Complement factor H	Color2 [DarkGray]	1	4		18.1104736328125	18.1532001495361	18.0197105407715	17.7280330657959	17.6418895721436	17.8157329559326	18.2565860748291	17.877571105957	16.8427791595459	17.3550071716309	16.8407402038574	17.0691032409668	17.6008720397949	17.7452011108398	17.7523345947266	17.7931785583496
	0.37519883288157	-0.408170223236084	P08670	P08670;B0YJC5;B0YJC4	VIME_HUMAN	VIM	Vimentin	Color2 [DarkGray]	1	4		16.2996692657471	16.1456069946289	15.9635620117188	16.1095352172852	16.9600009918213	15.4412002563477	15.7343492507935	16.491024017334	15.8720226287842	15.8390188217163	16.1038188934326	14.8285531997681	16.6333637237549	15.1452360153198	15.7561731338501	16.7413215637207
	1.53058443348447	-0.366815090179443	P08697	P08697;C9JPV4;C9JMH6	A2AP_HUMAN	SERPINF2	Alpha-2-antiplasmin	Color2 [DarkGray]	1	4		23.814905166626	23.5985412597656	23.7209320068359	23.7683410644531	23.8953285217285	23.7521057128906	23.8143577575684	23.8560104370117	23.0705070495605	23.1639461517334	23.2501335144043	22.9781246185303	23.2481098175049	23.3339233398438	23.7377681732178	23.6101703643799
	0.664257051550121	-0.0900692939758301	P08758	ANXA5_HUMAN;P08758;D6RBL5;E9PHT9	ANXA5_HUMAN	ANXA5	Annexin A5	Color2 [DarkGray]	1	4		16.9516372680664	17.2062034606934	17.0112171173096	17.19482421875	16.9779281616211	16.5199375152588	16.9011135101318	16.9967269897461	17.4448051452637	17.3714694976807	17.3992443084717	17.2485580444336	17.3417453765869	17.5583610534668	17.405855178833	17.5183925628662
	0.631165830571306	-0.561772346496582	P08779	P08779	K1C16_HUMAN	KRT16	Keratin, type I cytoskeletal 16	Color2 [DarkGray]	1	4		20.4997653961182	20.5906982421875	21.9208354949951	20.6457138061523	23.0465621948242	20.7027778625488	20.9951000213623	23.9544506072998	20.6262264251709	20.0193023681641	20.4966106414795	20.4700775146484	20.1231822967529	20.4722499847412	21.3975276947021	21.8663463592529
	1.86873250663638	-0.27717399597168	P08833	P08833;C9JXF9	IBP1_HUMAN	IGFBP1	Insulin-like growth factor-binding protein 1	Color2 [DarkGray]	1	4		20.2725524902344	20.2520294189453	20.2438735961914	20.3917236328125	19.8924827575684	19.9086360931396	19.6530170440674	20.096342086792	19.9226760864258	20.0165309906006	20.0211200714111	19.8953762054443	20.0832328796387	20.1634922027588	20.413911819458	20.3037624359131
	0.18978889374218	0.0612993240356445	P08865	P08865;C9J9K3;F8WD59;A0A0C4DG17	RSSA_HUMAN	RPSA	40S ribosomal protein SA	Color2 [DarkGray]	1	4		17.0836982727051	16.0961647033691	16.5563335418701	16.4120426177979	16.6976737976074	16.6090259552002	16.6002597808838	16.4331169128418	16.8079452514648	16.8869113922119	16.6205921173096	16.8260650634766	16.9754791259766	16.740478515625	16.7545490264893	16.4258098602295
+	1.51497226378438	0.594161510467529	P09382	P09382;F8WEI7	LEG1_HUMAN	LGALS1	Galectin-1	Color2 [DarkGray]	1	4		18.0260047912598	17.5064163208008	17.525276184082	18.2965030670166	17.3053226470947	17.0428237915039	17.9489154815674	17.3449630737305	18.6695346832275	18.7915325164795	18.7899475097656	18.8143768310547	18.4256381988525	18.4388160705566	18.2664985656738	17.5577926635742
	0.292475080942454	0.179676532745361	P09417	P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase	Color2 [DarkGray]	1	4		16.2027072906494	15.8858442306519	15.696720123291	16.6526355743408	15.4028291702271	15.3965148925781	16.8638477325439	16.1048240661621	16.8927555084229	16.9353828430176	16.7383289337158	16.9417934417725	17.147970199585	17.0958099365234	16.415376663208	16.1303977966309
	0.44025311333991	0.199748039245605	P09467	P09467;O00757;A0A3B3IUC7	F16P1_HUMAN	FBP1	Fructose-1,6-bisphosphatase 1	Color2 [DarkGray]	1	4		19.4706649780273	18.2761974334717	18.464262008667	19.3068580627441	18.5633182525635	18.1777267456055	19.7895317077637	19.0406036376953	19.9273796081543	19.8317813873291	19.9252452850342	19.9698085784912	20.1949043273926	19.8600540161133	19.5307674407959	19.2694969177246
	0.540859351109238	-0.173091888427734	P09486	P09486;F5GY03;E5RK62	SPRC_HUMAN	SPARC	SPARC	Color2 [DarkGray]	1	4		20.1208801269531	20.1035308837891	19.9532890319824	20.2674293518066	20.2864837646484	19.9637813568115	19.8591480255127	20.167797088623	20.0294094085693	20.1553001403809	19.8917598724365	19.7513008117676	19.8006649017334	20.1184368133545	20.3576507568359	20.2433853149414
	0.331499133120417	-0.202573299407959	P09488	P09488;P46439;A0A3B3IRM5;E7EWW9;Q5T8R1;H3BRM6;A0A3B3IU61	GSTM1_HUMAN	GSTM1	Glutathione S-transferase Mu 1	Color2 [DarkGray]	1	4		19.0680847167969	17.5983505249023	17.7139225006104	18.7811222076416	18.1440258026123	18.1501941680908	19.904613494873	19.1935596466064	18.6555347442627	18.6476097106934	18.8002433776855	18.80055809021	19.605152130127	19.0492401123047	18.5542259216309	18.5056209564209
	1.15275181711075	0.414663791656494	P09493	P09493;H0YKX5;F5H7S3;H7BYY1;H0YL80;A0A494C0V8;A0A0S2Z4G6;B7Z596;Q6ZN40;H0YK48;A0A494BZZ2;H0YKJ4;H0YL42	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	Color2 [DarkGray]	1	4		17.0501670837402	16.074613571167	16.5494594573975	16.9966716766357	15.3641958236694	15.8718500137329	16.6597862243652	16.4618358612061	17.6895332336426	17.345630645752	17.3162994384766	17.2806529998779	17.4116840362549	16.870267868042	17.0528755187988	16.6386337280273
	0.547007507732014	-0.155469417572021	P09525	P09525;Q6P452;B4E1S2	ANXA4_HUMAN	ANXA4	Annexin A4	Color2 [DarkGray]	1	4		16.5135536193848	15.9776086807251	15.6222410202026	16.6067638397217	16.2036724090576	15.7657289505005	16.7479305267334	16.4483261108398	16.4336528778076	16.6729640960693	16.6728801727295	16.5181522369385	16.9888172149658	16.8360385894775	16.6523132324219	16.4423580169678
	1.81392453644632	0.192648410797119	P09622	P09622;E9PEX6	DLDH_HUMAN	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	Color2 [DarkGray]	1	4		17.3888244628906	16.8892192840576	16.9390163421631	17.2488269805908	16.8526992797852	16.666820526123	16.8524436950684	17.0760631561279	17.3697929382324	17.4393844604492	17.347864151001	17.3926525115967	17.2302169799805	17.3107376098633	17.1855144500732	17.0526313781738
+	2.60432542229087	-0.580747604370117	P09871	P09871;H0Y5D1;A0A087X232;F8WCZ6;F5H7T4	C1S_HUMAN	C1S	Complement C1s subcomponent	Color2 [DarkGray]	1	4		22.7329998016357	22.5135936737061	22.5895538330078	22.5703353881836	22.5800132751465	22.6844024658203	22.7848014831543	22.7172470092773	21.6946144104004	21.7193355560303	21.7058143615723	21.6433582305908	22.0829639434814	22.0619354248047	22.4512557983398	22.4899578094482
	0.695557643912738	0.221936225891113	P09960	P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	Color2 [DarkGray]	1	4		16.7680549621582	15.987099647522	16.1793460845947	16.7152786254883	16.2987499237061	16.0154323577881	17.0326061248779	16.425609588623	16.7126884460449	16.8948764801025	16.5891075134277	16.6139183044434	16.6779537200928	16.697509765625	16.4440078735352	16.1033744812012
	1.01059308369162	-0.307573318481445	P09972	P09972;K7EKH5;A8MVZ9;J3KSV6;J3QKP5	ALDOC_HUMAN	ALDOC	Fructose-bisphosphate aldolase C	Color2 [DarkGray]	1	4		18.1032466888428	17.7094535827637	17.7295742034912	18.523998260498	17.4313259124756	17.6015815734863	18.5380439758301	18.1398754119873	18.1846332550049	18.1522560119629	18.1463851928711	17.9320869445801	18.747953414917	18.518627166748	18.3157901763916	18.0632839202881
+	3.32334473571039	-0.827981948852539	P0C0L4	P0C0L4;P0C0L5;A0A140TA32;A0A140TA49;A0A140TA29;A0A140TA44;F5GXS0;A0A0G2JPR0;A0A0G2JL54	CO4A_HUMAN	C4A	Complement C4-A	Color2 [DarkGray]	1	4		20.9800701141357	21.0193710327148	20.9542198181152	21.1006660461426	20.8743267059326	21.0632038116455	21.3644790649414	21.0829277038574	20.0280876159668	20.0629081726074	19.9068565368652	19.8928680419922	20.5348415374756	20.691125869751	20.9966659545898	20.9800148010254
+	2.22222278985132	-0.883558034896851	P0C0L5	P0C0L5;A0A3B3ISA6;A0A140TA29;F5GXS0;A0A0G2JL54	CO4B_HUMAN	C4B	Complement C4-B	Color2 [DarkGray]	1	4		15.6379432678223	15.9788579940796	15.7771606445313	15.7887392044067	15.4797582626343	16.059268951416	16.0259094238281	15.8690929412842	13.7705812454224	14.1974697113037	14.2773094177246	14.3693590164185	15.4227056503296	14.8051900863647	14.7169857025146	15.2040700912476
	0.0214507359025668	-0.0282707214355469	P0C7P0	P0C7P0	CISD3_HUMAN	CISD3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial	Color2 [DarkGray]	1	4		17.3599548339844	17.573091506958	17.3234939575195	17.652229309082	17.9977531433105	17.1427059173584	16.8421173095703	17.2212009429932	17.4247646331787	16.9884738922119	17.8144626617432	16.9524574279785	17.484790802002	16.998083114624	18.346643447876	16.4637241363525
	0.124527290683159	-0.0693120956420898	P0CG47;P0CG48;P62979;P62987	RS27A_HUMAN;P0CG48;P0CG47;P62979;P62987;B4DV12;M0R1V7;F5H265;M0R2S1;J3QKN0;J3QTR3;F5H388;F5GYU3;F5GXK7;F5H747;F5H6Q2;M0R1M6;A0A2R8Y422;F5H2Z3;Q96C32;Q5PY61;J3QS39	RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN	RPS27A;UBA52;UBB;UBC	Polyubiquitin-B	Color2 [DarkGray]	1	4		19.4621181488037	19.0573310852051	19.2977828979492	19.3420639038086	20.2559642791748	18.5844669342041	19.1721343994141	19.0847282409668	20.645414352417	20.4782485961914	21.0297451019287	20.5606307983398	20.6418113708496	20.4672737121582	20.6428966522217	21.2393054962158
+	2.52354938706944	0.526980876922607	P0DJI8	P0DJI8;P0DJI9;A0A3B3ISW8;A0A096LPE2;E9PR14;G3V1D9;E9PQD6	SAA1_HUMAN	SAA1	Serum amyloid A-1 protein	Color2 [DarkGray]	1	4		20.9179058074951	20.6464958190918	20.9418334960938	20.7421932220459	20.1129894256592	20.2457885742188	20.4628982543945	20.0175647735596	21.0669269561768	21.443187713623	21.1818943023682	21.1008834838867	20.5924797058105	20.518856048584	20.7602977752686	20.8133354187012
+	2.99723332105577	0.713501453399658	P0DJI9	P0DJI9	SAA2_HUMAN	SAA2	Serum amyloid A-2 protein	Color2 [DarkGray]	1	4		19.0516090393066	18.8969593048096	18.976655960083	18.8390693664551	17.7787189483643	17.9177742004395	18.0324058532715	17.6022491455078	19.0907192230225	19.348876953125	19.1178340911865	19.1707611083984	18.3200874328613	18.2743091583252	18.7222213745117	18.5575675964355
	0.0554992822335373	-0.0343265533447266	P0DME0;Q01105	Q01105;P0DME0;A0A087X027;A0A0C4DFV9	SETLP_HUMAN;SET_HUMAN	SET;SETSIP	Protein SETSIP	Color2 [DarkGray]	1	4		16.8258399963379	14.6351299285889	16.2138614654541	16.8652992248535	13.7348794937134	15.9587907791138	16.6947803497314	16.2484798431396	16.7379989624023	16.7748260498047	17.2197551727295	17.0231590270996	17.4981021881104	16.9765872955322	16.740650177002	16.6777057647705
	0.319160789109516	0.122156143188477	P0DMV8;P0DMV9	P0DMV9;P0DMV8;V9GZ37;A0A0G2JIW1	HS71A_HUMAN;HS71B_HUMAN	HSPA1A;HSPA1B	Heat shock 70 kDa protein 1A	Color2 [DarkGray]	1	4		19.6542472839355	18.8136653900146	18.8595008850098	19.6204280853271	18.8187599182129	18.7493419647217	19.70920753479	19.259744644165	19.6272487640381	19.6224155426025	19.7007751464844	19.6279335021973	19.8149662017822	19.735559463501	19.4311122894287	19.1081104278564
