"First.Protein.Description","CTRL_2","CTRL_3","CTRL_4","CTRL.myr_1","CTRL.myr_2","CTRL.myr_3","CTRL.myr_4","HBV_1","HBV_2","HBV_3","HBV_4","HBV.myr_1","HBV.myr_2","HBV.myr_3","HBV.myr_4","Pval","adjPval","negLog10_sca_adjPval","HBV.myr_vs_HBV","Diff_Abund","Protein_Names","Genes","ProtDesc"
"GTP-binding nuclear protein Ran",15.8191833496094,15.7559852600098,15.7909545898438,14.2898101806641,12.6886367797852,16.3078594207764,16.2531452178955,13.6892471313477,14.7755584716797,15.0485467910767,16.0674839019775,15.8841133117676,14.9478282928467,15.1541728973389,16.2450904846191,0.301725250393993,0.954890286085711,0.0200465246306734,-0.662592172622675,"Non-significant","RAN_HUMAN","RAN","GTP-binding nuclear protein Ran"
"Receptor of activated protein C kinase 1",13.7251129150391,14.0611448287964,15.5721254348755,12.6912965774536,13.0416851043701,15.1135511398315,14.4272470474243,14.4593057632446,13.4657917022705,12.986083984375,13.9384346008301,12.5693778991699,13.5491600036621,13.0355854034424,14.4260339736938,0.556166076032555,0.986278956908265,0.00600023281587292,0.317364692687999,"Non-significant","RACK1_HUMAN","RACK1","Receptor of activated protein C kinase 1"
"Ras-related protein Rab-7a",13.6522178649902,13.4838418960571,14.0056285858154,13.6700134277344,13.2944536209106,13.5796222686768,14.405912399292,13.3019237518311,13.552942276001,12.6854991912842,14.0437459945679,13.3735961914063,14.3015203475952,13.1625843048096,14.2962198257446,0.384062640150984,0.986278956908265,0.00600023281587292,-0.387452363967876,"Non-significant","RAB7A_HUMAN","RAB7A","Ras-related protein Rab-7a"
"Ras-related protein Rab-5A",16.3919677734375,16.2205467224121,15.7301731109619,16.2608318328857,16.2905941009521,16.1873970031738,16.2640762329102,15.8587436676025,15.8053636550903,16.1474018096924,15.4068593978882,15.1889944076538,15.506552696228,15.7234582901001,16.0154190063477,0.430495747048795,0.986278956908265,0.00600023281587292,0.195986032485951,"Non-significant","RAB5A_HUMAN;RAB5B_HUMAN;RAB5C_HUMAN","RAB5A;RAB5B;RAB5C","Ras-related protein Rab-5A"
"Quinone oxidoreductase",23.1956539154053,22.6387996673584,23.2618827819824,22.6687412261963,22.8492870330811,23.380521774292,23.3412303924561,22.3307590484619,23.0970611572266,22.6434841156006,22.835075378418,21.2463054656982,22.0310497283936,22.7119941711426,23.1448841094971,0.377430103397519,0.986278956908265,0.00600023281587292,0.4430365562439,"Non-significant","QOR_HUMAN","CRYZ","Quinone oxidoreductase"
"Pregnancy zone protein",23.9236850738525,24.0705051422119,23.9114933013916,24.2035312652588,24.2393398284912,23.7997512817383,24.0404777526855,24.1126861572266,24.0741539001465,24.2023582458496,24.1226100921631,23.9137325286865,24.2262992858887,24.1116847991943,24.0377330780029,0.476913448708837,0.986278956908265,0.00600023281587292,0.0555896759033487,"Non-significant","PZP_HUMAN","PZP","Pregnancy zone protein"
"Glycogen phosphorylase, liver form",18.3544120788574,18.3691158294678,18.1990489959717,17.4650325775146,17.4745063781738,18.5102691650391,18.0701313018799,17.1841869354248,17.0075302124023,17.3361835479736,17.493824005127,16.630651473999,17.0579700469971,17.2960376739502,17.8118515014648,0.843412707383935,0.993555423949802,0.00280790143369389,0.0563035011291504,"Non-significant","PYGL_HUMAN","PYGL","Glycogen phosphorylase, liver form"
"Glycogen phosphorylase, brain form",12.9210939407349,14.2092094421387,13.3200531005859,13.4272947311401,13.9905195236206,13.9630222320557,13.4521141052246,12.659707069397,14.3070278167725,12.1113901138306,12.9419221878052,11.975248336792,12.9382963180542,13.3609828948975,13.614086151123,0.957499158851756,0.995579334537958,0.00192412671719819,0.0328583717346511,"Non-significant","PYGB_HUMAN","PYGB","Glycogen phosphorylase, brain form"
"Plexin domain-containing protein 2",16.7974452972412,16.7455158233643,16.6657238006592,16.6752128601074,17.176456451416,16.5913429260254,16.9053630828857,16.6674308776855,16.3635177612305,16.7636394500732,16.7193222045898,16.6426010131836,16.7955570220947,16.5657844543457,16.9042110443115,0.436968170772854,0.986278956908265,0.00600023281587292,-0.0985608100891255,"Non-significant","PXDC2_HUMAN","PLXDC2","Plexin domain-containing protein 2"
"Bifunctional purine biosynthesis protein ATIC",13.5643091201782,13.632119178772,13.1395168304443,13.5333585739136,14.29261302948,14.4797554016113,14.9010019302368,13.4353971481323,13.0681457519531,13.4135589599609,14.6471738815308,14.2030124664307,13.4111166000366,13.2724208831787,12.9929914474487,0.706804273907448,0.993555423949802,0.00280790143369389,0.1711835861206,"Non-significant","PUR9_HUMAN","ATIC","Bifunctional purine biosynthesis protein ATIC"
"Receptor-type tyrosine-protein phosphatase kappa",18.4714965820313,18.7494106292725,18.4024791717529,18.5856628417969,18.6749267578125,18.2746105194092,18.7359066009521,18.5186309814453,18.527156829834,18.6127281188965,18.9455375671387,18.4700031280518,18.6403217315674,18.5892276763916,18.3449249267578,0.295038533673202,0.953753037672747,0.0205640658209048,0.139894008636475,"Non-significant","PTPRK_HUMAN","PTPRK","Receptor-type tyrosine-protein phosphatase kappa"
"Receptor-type tyrosine-protein phosphatase gamma",16.3545551300049,16.5322208404541,16.4087200164795,16.5677833557129,16.6535301208496,16.0945110321045,16.2801132202148,16.5120620727539,16.6863632202148,16.5450897216797,16.344352722168,16.4107685089111,16.3646831512451,16.6112689971924,16.2232131958008,0.306026223277533,0.954890286085711,0.0200465246306734,0.119483470916752,"Non-significant","PTPRG_HUMAN","PTPRG","Receptor-type tyrosine-protein phosphatase gamma"
"Receptor-type tyrosine-protein phosphatase beta",21.8888816833496,22.040096282959,21.9027576446533,22.012134552002,22.1504764556885,21.694465637207,21.7738800048828,21.8260917663574,21.9003124237061,21.8842258453369,22.0384387969971,21.7426605224609,21.9174518585205,21.7057590484619,21.8974342346191,0.218627670999751,0.900262159648071,0.0456310039945608,0.0964407920837758,"Non-significant","PTPRB_HUMAN","PTPRB","Receptor-type tyrosine-protein phosphatase beta"
"Serine/threonine-protein phosphatase 2A activator",16.633264541626,17.0412425994873,16.5823917388916,16.7365741729736,13.7262315750122,16.8075180053711,13.5358905792236,16.5022678375244,13.9110689163208,16.8795471191406,13.0912284851074,16.287015914917,14.248987197876,13.0512647628784,16.6598987579346,0.979366554605666,0.995579334537958,0.00192412671719819,0.0342364311218013,"Non-significant","PTPA_HUMAN","PTPA","Serine/threonine-protein phosphatase 2A activator"
"Parathymosin",18.2568264007568,17.9917163848877,18.0289535522461,17.2763519287109,17.1555995941162,18.1854076385498,17.9041290283203,16.2939262390137,16.2782497406006,17.0828552246094,17.6345195770264,16.568338394165,16.1677494049072,16.9616870880127,17.5789985656738,0.994519167450942,0.998810512294312,0.000516895428232271,0.00319433212284892,"Non-significant","PTMS_HUMAN","PTMS","Parathymosin"
"Inactive tyrosine-protein kinase 7",16.4688014984131,17.1056213378906,16.7202701568604,16.8151073455811,17.1628723144531,16.6381816864014,16.5540332794189,16.640230178833,16.8218116760254,16.9320640563965,16.6876087188721,16.7124996185303,16.8789253234863,16.7296333312988,16.8183326721191,0.858703512971177,0.993555423949802,0.00280790143369389,-0.0144190788268759,"Non-significant","PTK7_HUMAN","PTK7","Inactive tyrosine-protein kinase 7"
"Prostaglandin reductase 1",19.2240009307861,19.1193065643311,19.2902927398682,17.7876739501953,18.4452133178711,19.8004894256592,19.4016761779785,17.5466918945313,17.3792591094971,18.4074001312256,18.3725852966309,17.4060230255127,18.0250911712646,18.4142971038818,19.1918792724609,0.500070819846164,0.986278956908265,0.00600023281587292,-0.332838535308777,"Non-significant","PTGR1_HUMAN","PTGR1","Prostaglandin reductase 1"
"Polypyrimidine tract-binding protein 1",14.9912424087524,14.4482650756836,14.6790399551392,13.633339881897,13.8353595733643,14.6164798736572,14.0411291122437,14.5571403503418,13.439977645874,13.4778594970703,13.0210971832275,13.4831676483154,14.7166957855225,13.7870254516602,14.0306587219238,0.401584318735832,0.986278956908265,0.00600023281587292,-0.380368232727076,"Non-significant","PTBP1_HUMAN","PTBP1","Polypyrimidine tract-binding protein 1"
"Proteasome activator complex subunit 2",18.0043201446533,17.9296283721924,18.1164665222168,16.7150764465332,17.3873863220215,18.0952014923096,17.8556537628174,16.9594135284424,16.490795135498,17.5190448760986,17.023365020752,16.053783416748,16.8543453216553,17.1295852661133,17.779899597168,0.920208320006433,0.993555423949802,0.00280790143369389,0.0437512397766007,"Non-significant","PSME2_HUMAN","PSME2","Proteasome activator complex subunit 2"
"Proteasome activator complex subunit 1",19.2536029815674,19.0056438446045,19.2316455841064,18.1361408233643,18.5080661773682,19.2679634094238,18.9899044036865,17.6366806030273,17.36838722229,18.4400215148926,18.6465759277344,17.3680629730225,17.56711769104,18.1248588562012,18.8193054199219,0.909601302756797,0.993555423949802,0.00280790143369389,0.0530800819396759,"Non-significant","PSME1_HUMAN","PSME1","Proteasome activator complex subunit 1"
"26S proteasome non-ATPase regulatory subunit 5",14.214789390564,14.5025386810303,13.7988662719727,14.1138925552368,14.8160562515259,14.9722032546997,14.4839162826538,12.5882225036621,13.066291809082,14.5108213424683,14.0351457595825,13.3948812484741,13.0086250305176,12.6892137527466,13.4110641479492,0.420955645127775,0.986278956908265,0.00600023281587292,0.42417430877685,"Non-significant","PSMD5_HUMAN","PSMD5","26S proteasome non-ATPase regulatory subunit 5"
"Proteasome subunit beta type-9",15.0588712692261,16.0894451141357,15.4786024093628,14.9088335037231,14.7456321716309,15.1968669891357,14.5677719116211,13.5501575469971,13.4941520690918,13.0916404724121,13.1264371871948,12.3801326751709,12.9450521469116,12.6453018188477,14.5944881439209,0.75382590150763,0.993555423949802,0.00280790143369389,0.174353122711175,"Non-significant","PSB9_HUMAN","PSMB9","Proteasome subunit beta type-9"
"Proteasome subunit beta type-8",16.7742595672607,16.982759475708,17.0211753845215,15.3035564422607,16.0875644683838,17.1101779937744,16.2844791412354,14.7199773788452,14.4430274963379,16.0957126617432,16.0761489868164,12.8105392456055,14.6779565811157,15.6397085189819,16.5352897644043,0.666740632002648,0.993555423949802,0.00280790143369389,0.417843103408824,"Non-significant","PSB8_HUMAN","PSMB8","Proteasome subunit beta type-8"
"Proteasome subunit beta type-7",17.6917705535889,17.615758895874,18.054048538208,17.0651416778564,17.5089626312256,17.9309501647949,17.9514904022217,16.4155807495117,15.9451875686646,16.7273483276367,18.3980598449707,16.4233989715576,16.6051597595215,16.853723526001,17.8542232513428,0.92381587464874,0.993555423949802,0.00280790143369389,-0.0625822544097971,"Non-significant","PSB7_HUMAN","PSMB7","Proteasome subunit beta type-7"
"Proteasome subunit beta type-6",19.0812225341797,19.0594310760498,18.9442348480225,18.5809726715088,18.532621383667,19.0302658081055,18.8375701904297,18.1561222076416,18.0041427612305,18.5158424377441,18.5284805297852,18.012809753418,17.4997844696045,18.1953964233398,18.5933685302734,0.429977586061259,0.986278956908265,0.00600023281587292,0.225807189941424,"Non-significant","PSB6_HUMAN","PSMB6","Proteasome subunit beta type-6"
"Proteasome subunit beta type-5",18.1029758453369,18.1493396759033,18.2423362731934,17.7417831420898,17.9704093933105,18.1821174621582,17.9970188140869,16.8965225219727,16.5820217132568,17.1994132995605,17.4798431396484,16.3667011260986,16.7843418121338,17.6914978027344,17.606990814209,0.853798363608155,0.993555423949802,0.00280790143369389,-0.072932720184351,"Non-significant","PSB5_HUMAN","PSMB5","Proteasome subunit beta type-5"
"Proteasome subunit beta type-4",17.9048938751221,18.2614650726318,18.0526638031006,17.2655239105225,17.5593242645264,17.5897178649902,17.6928882598877,16.8746814727783,16.9666290283203,17.1068687438965,17.2339382171631,16.8463840484619,16.8051891326904,16.74977684021,17.321496963501,0.488925062435162,0.986278956908265,0.00600023281587292,0.114817619323723,"Non-significant","PSB4_HUMAN","PSMB4","Proteasome subunit beta type-4"
"Proteasome subunit beta type-3",17.5124015808105,17.4530620574951,17.6667919158936,16.7152786254883,16.8808994293213,17.3943119049072,17.3970985412598,16.4810466766357,16.1225643157959,17.0268688201904,16.8140068054199,15.7255210876465,16.5757179260254,16.5417098999023,17.1384010314941,0.754642966999698,0.993555423949802,0.00280790143369389,0.115784168243401,"Non-significant","PSB3_HUMAN","PSMB3","Proteasome subunit beta type-3"
"Proteasome subunit beta type-2",18.8639984130859,18.4290714263916,18.7641906738281,17.9006538391113,18.3605251312256,18.780876159668,18.5560836791992,17.5998687744141,17.4222049713135,18.0332946777344,18.4746208190918,17.3193988800049,17.7871246337891,17.8806476593018,18.3447856903076,0.880561564295365,0.993555423949802,0.00280790143369389,0.0495080947875977,"Non-significant","PSB2_HUMAN","PSMB2","Proteasome subunit beta type-2"
"Proteasome subunit beta type-10",15.7075719833374,15.4198017120361,15.9152727127075,12.6723070144653,14.1477613449097,15.7751188278198,15.6223812103271,12.9134559631348,13.5386114120483,14.3721370697021,14.5202665328979,13.844856262207,13.1117258071899,13.3482990264893,14.0998659133911,0.615423408913451,0.986278956908265,0.00600023281587292,0.234930992126451,"Non-significant","PSB10_HUMAN","PSMB10","Proteasome subunit beta type-10"
"Proteasome subunit beta type-1",18.2496547698975,18.0764656066895,18.0191898345947,17.3012466430664,17.7658557891846,18.0886383056641,17.9787883758545,16.7498302459717,16.488037109375,17.2787570953369,17.5413303375244,16.4990863800049,16.8259773254395,17.1481990814209,17.5577487945557,0.984391960307375,0.995579334537958,0.00192412671719819,0.00673580169675247,"Non-significant","PSB1_HUMAN","PSMB1","Proteasome subunit beta type-1"
"Proteasome subunit alpha type-7",18.3574275970459,18.3973617553711,18.4988288879395,17.3195743560791,18.0069561004639,18.415246963501,18.1622085571289,17.0792236328125,16.656005859375,17.7117538452148,17.762731552124,16.5278625488281,16.7628364562988,17.3516120910645,17.8941955566406,0.69314659909533,0.993555423949802,0.00280790143369389,0.168302059173573,"Non-significant","PSA7_HUMAN","PSMA7","Proteasome subunit alpha type-7"
"Proteasome subunit alpha type-6",17.672176361084,17.4064617156982,17.6395378112793,16.4830360412598,17.0167541503906,17.5701160430908,17.4410953521729,16.1991672515869,15.9641532897949,16.5736827850342,16.917989730835,15.8416528701782,16.2806453704834,16.4307727813721,17.0502738952637,0.969757182652526,0.995579334537958,0.00192412671719819,0.0129120349884033,"Non-significant","PSA6_HUMAN","PSMA6","Proteasome subunit alpha type-6"
"Proteasome subunit alpha type-5",17.0687789916992,16.8799304962158,17.2630481719971,16.4139442443848,16.246452331543,16.927001953125,16.9864749908447,16.0298709869385,15.4913368225098,16.2396717071533,16.8323459625244,15.5427656173706,15.9029684066772,16.2533073425293,16.659200668335,0.8778434438619,0.993555423949802,0.00280790143369389,0.0587458610534775,"Non-significant","PSA5_HUMAN","PSMA5","Proteasome subunit alpha type-5"
"Proteasome subunit alpha type-4",18.497278213501,18.3977870941162,18.6543674468994,17.6985969543457,18.0824356079102,18.5198173522949,18.3542537689209,17.4739761352539,17.1409187316895,17.898099899292,17.9533615112305,17.269172668457,17.3667659759521,17.7130508422852,18.056827545166,0.955840262576084,0.995579334537958,0.00192412671719819,0.0151348114014027,"Non-significant","PSA4_HUMAN","PSMA4","Proteasome subunit alpha type-4"
"Proteasome subunit alpha type-3",18.4779567718506,18.2042846679688,18.4918651580811,17.597354888916,17.9159660339355,18.4281845092773,18.2437133789063,17.0740585327148,16.8878993988037,17.5442180633545,18.0953617095947,16.7602005004883,17.2712631225586,17.2648639678955,17.9315452575684,0.804634562150577,0.993555423949802,0.00280790143369389,0.0934162139892258,"Non-significant","PSA3_HUMAN","PSMA3","Proteasome subunit alpha type-3"
"Proteasome subunit alpha type-2",18.3771133422852,18.2230968475342,18.4912071228027,17.5183219909668,17.8646945953369,18.6367378234863,18.24658203125,17.3439140319824,16.5134677886963,17.712459564209,17.6433200836182,16.7961921691895,17.1840419769287,17.6671810150146,18.1719245910645,0.721662950699859,0.993555423949802,0.00280790143369389,-0.151544570922848,"Non-significant","PSA2_HUMAN","PSMA2","Proteasome subunit alpha type-2"
"Proteasome subunit alpha type-1",18.708646774292,18.6771965026855,18.8846836090088,17.9889183044434,18.2852439880371,18.6422805786133,18.6615905761719,17.5070362091064,17.1655654907227,18.0849018096924,18.3256435394287,17.1787815093994,17.2853393554688,17.9052867889404,18.3672351837158,0.829164579203265,0.993555423949802,0.00280790143369389,0.0866260528564489,"Non-significant","PSA1_HUMAN","PSMA1","Proteasome subunit alpha type-1"
"Puromycin-sensitive aminopeptidase",16.95631980896,16.6411914825439,16.7490577697754,16.2253265380859,16.7720317840576,16.9299755096436,16.8383541107178,16.2252769470215,16.1626873016357,16.2232341766357,16.8829650878906,13.1358871459961,16.0821228027344,15.9085378646851,16.4049129486084,0.283543121508026,0.95098132798129,0.0218280101228394,0.990675687789874,"Non-significant","PSA_HUMAN","NPEPPS","Puromycin-sensitive aminopeptidase"
