HBV	HBV_pure_new	HDV	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
18.3027	18.2715	NaN	P16870	P16870	CBPE_HUMAN	CPE	Carboxypeptidase E
16.0414	16.1598	17.4859	P16930	P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase
17.8504	17.2873	NaN	P17029	P17029;C9JRM9	ZKSC1_HUMAN	ZKSCAN1	Zinc finger protein with KRAB and SCAN domains 1
16.8701	17.1488	NaN	P17050	P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase
18.7089	19.4466	NaN	P17096	P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y
16.9671	16.5297	17.3646	P17301	P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2
17.3708	14.9229	13.1761	P17405	P17405;H0YEP5	ASM_HUMAN	SMPD1	Sphingomyelin phosphodiesterase
16.0348	16.7785	NaN	P17612	P17612;P22694;A0A0A0MS54;A0A087WVC4	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha
19.3398	19.316	19.0017	P17643	P17643	TYRP1_HUMAN	TYRP1	5,6-dihydroxyindole-2-carboxylic acid oxidase
18.3683	18.7493	18.6132	P17655	P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit
13.6502	15.0259	NaN	P17693	P17693;Q8MH48;Q5RJ85;A0A0G2JPQ3	HLAG_HUMAN	HLA-G	HLA class I histocompatibility antigen, alpha chain G
NaN	16.9295	NaN	P17812	P17812;A0A3B3IRI2;B4E1E0	PYRG1_HUMAN	CTPS1	CTP synthase 1
14.7278	16.6682	NaN	P17844	P17844;J3KRZ1;J3KTA4;J3QSF1	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5
18.9897	19.6373	17.57	P17844;Q92841	P17844;Q92841;J3KRZ1;J3KTA4;A0A1X7SBZ2;J3QRQ7;A0A5H1ZRQ2	DDX17_HUMAN;DDX5_HUMAN	DDX17;DDX5	Probable ATP-dependent RNA helicase DDX5
17.0818	17.9723	16.1043	P17858	P08237;P17858;A0A2R8Y891	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type
19.0618	19.6972	18.4555	P17980	P17980;E9PKD5;E9PM69;R4GNH3	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A
19.422	19.9632	18.0187	P17987	P17987;E7EQR6;E7ERF2	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha
18.2816	17.3846	20.745	P18065	P18065;C9JMY1;C9JW52	IBP2_HUMAN	IGFBP2	Insulin-like growth factor-binding protein 2
15.0472	17.085	15.2469	P18077	P18077;F8WB72;C9K025;F8WBS5	RL35A_HUMAN	RPL35A	60S ribosomal protein L35a
18.8245	18.115	16.6234	P18085	P18085;C9JPM4;C9JAK5	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4
19.5254	20.0052	19.011	P18085;P84085	P18085;P84085;P84077;P61204;F5H0C7;C9JPM4;C9J1Z8;F5H423	ARF4_HUMAN;ARF5_HUMAN	ARF4;ARF5	ADP-ribosylation factor 4
17.7661	17.7156	15.1533	P18124	P18124;A8MUD9	RL7_HUMAN	RPL7	60S ribosomal protein L7
18.3899	17.7724	18.6954	P18206	P18206	VINC_HUMAN	VCL	Vinculin
18.5273	19.2095	17.8103	P18428	P18428	LBP_HUMAN	LBP	Lipopolysaccharide-binding protein
16.3567	17.0246	13.9073	P18621	P18621;J3KRX5;A0A087WXM6;A0A087WWH0;J3QS96;A0A0A6YYL6;J3KSJ0;J3KRB3;J3QQT2;A0A087WY81	RL17_HUMAN	RPL17	60S ribosomal protein L17
19.9099	20.4319	15.5218	P18669	P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1
17.2625	18.4361	14.7685	P18754	P18754;C9JW69;C9J3R0;C9JQZ4;C9JMJ4;C9JRH2	RCC1_HUMAN	RCC1	Regulator of chromosome condensation
20.714	21.5605	20.7753	P18827	P18827;H7C1K4;E9PHH3	SDC1_HUMAN	SDC1	Syndecan-1
16.5707	17.6776	NaN	P19021	P19021;H7BYD9	AMD_HUMAN	PAM	Peptidyl-glycine alpha-amidating monooxygenase
18.1822	17.5949	18.6861	P19320	P19320;A0A3B3ISS8;E9PDD2	VCAM1_HUMAN	VCAM1	Vascular cell adhesion protein 1
19.427	20.8005	18.7435	P19338	P19338	NUCL_HUMAN	NCL	Nucleolin
16.4504	16.8458	NaN	P19367	P19367	HXK1_HUMAN	HK1	Hexokinase-1
19.8419	20.0404	16.3035	P19623	P19623;K7EKM4	SPEE_HUMAN	SRM	Spermidine synthase
23.5934	24.8948	24.2248	P19823	P19823;Q5T985	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2
21.4896	20.1704	21.3916	P19827	P19827;H7C0N0	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1
NaN	15.4045	NaN	P20042	P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2
17.3186	15.4928	NaN	P20073	P20073	ANXA7_HUMAN	ANXA7	Annexin A7
13.1431	14.2609	NaN	P20338	P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A
19.8063	20.5585	19.4675	P20338;P61006;P61106;P62820;Q92930;Q9H0U4	Q96E17;P61026;P20337;Q6IQ22;Q92930;Q15771;P61018;Q96DA2;Q9H0U4;P62820;Q92928;Q15286;O95716;P61106;P20336;Q96AX2;Q86YS6;P61006;P20338;M0R0X1;H0YDK7;H0YNE9;Q6PIK3;C9JFM7;E9PRF7;E9PMJ1;H0YMN7;E9PJQ5;E9PI18;E9PS06;A8MZI4;M0R257;A8MTC6;E9PNB9;F5H157;B7Z3L0;A8MSP2;A0A3B3ITT1;X6RFL8	RAB14_HUMAN;RAB1A_HUMAN;RAB1B_HUMAN;RAB4A_HUMAN;RAB8A_HUMAN;RAB8B_HUMAN	RAB14;RAB1A;RAB1B;RAB4A;RAB8A;RAB8B	Ras-related protein Rab-4A
16.554	17.1196	16.7745	P20339	P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A
18.0226	18.881	16.2559	P20339;P51148;P61020	P51148;P20339;P61020;F8VWZ7;F8VVZ0;K7ERI8;F8VUA5;F8WCY6;F8VVK3;F8VSF8;F8VWU4;F8WD79;F8VPW9;K7ERQ8	RAB5A_HUMAN;RAB5B_HUMAN;RAB5C_HUMAN	RAB5A;RAB5B;RAB5C	Ras-related protein Rab-5A
17.6956	17.8822	16.5153	P20340	Q9NRW1;P20340;J3KR73;C9JU14	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A
15.888	17.2119	NaN	P20340;Q53S08	P20340;Q53S08	RAB6A_HUMAN;RAB6D_HUMAN	RAB6A;RAB6D	Ras-related protein Rab-6A
19.2138	18.8116	19.9646	P20585	P20585;A0A590UKC9;A0A590UJN8;A0A590UJW0	MSH3_HUMAN	MSH3	DNA mismatch repair protein Msh3
16.6412	18.3347	15.455	P20618	P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1
16.317	18.1342	NaN	P20700	P20700;E9PBF6;A0A0D9SFY5;A0A0D9SFE5	LMNB1_HUMAN	LMNB1	Lamin-B1
24.1049	23.1891	23.2703	P20742	P20742;F5GXY0	PZP_HUMAN	PZP	Pregnancy zone protein
20.9035	20.9902	18.7723	P20774	P20774;Q5TBF5	MIME_HUMAN	OGN	Mimecan
17.2391	16.7082	18.5304	P20849	P20849	CO9A1_HUMAN	COL9A1	Collagen alpha-1(IX) chain
18.2297	18.4375	18.0521	P20851	P20851	C4BPB_HUMAN	C4BPB	C4b-binding protein beta chain
17.3706	16.9206	17.6253	P20908	P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain
17.393	16.9755	NaN	P21127;Q9UQ88	Q9UQ88;P21127;A0A0D9SER5;Q5QPR4;A0A0D9SEI3;Q5QPR3;A0A0D9SEN2	CD11A_HUMAN;CD11B_HUMAN	CDK11A;CDK11B	Cyclin-dependent kinase 11B
15.6825	16.8829	NaN	P21217;P51993;Q11128	Q11128;P51993;P21217;K7ENC0	FUT3_HUMAN;FUT5_HUMAN;FUT6_HUMAN	FUT3;FUT5;FUT6	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3
16.7795	18.2703	NaN	P21266	P21266;A0A0A0MTN3	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3
17.9178	18.1396	16.3449	P21266;P28161	P46439;P21266;P28161;A0A3B3IRM5;E9PHN6;Q5T8R1;F6XZQ7;E9PLF1;E9PHN7;A0A0A0MTN3	GSTM2_HUMAN;GSTM3_HUMAN	GSTM2;GSTM3	Glutathione S-transferase Mu 3
15.936	16.7474	NaN	P21281	P21281;H0YC04	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform
21.5459	22.0678	20.2464	P21333	P21333;Q60FE5;A0A087WWY3	FLNA_HUMAN	FLNA	Filamin-A
19.0794	19.4815	17.577	P21399	P21399	ACOC_HUMAN	ACO1	Cytoplasmic aconitate hydratase
19.617	20.4405	19.4465	P21741	P21741;E9PPJ5;E9PLM6	MK_HUMAN	MDK	Midkine
16.4268	16.6679	16.1492	P21810	P21810;C9JKG1	PGS1_HUMAN	BGN	Biglycan
16.5208	16.9296	NaN	P21912	P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial
NaN	16.0861	NaN	P21964	P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase
18.5336	18.9066	15.5325	P21980	P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2
17.2037	15.6105	NaN	P22061	P22061;A0A3F2YNX8;F6S8N6;A0A0A0MRJ6	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase
18.4767	18.8102	NaN	P22087	P22087;M0R0P1;M0R299;M0QXL5;M0R2Q4	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin
16.7699	17.8516	15.5916	P22102	P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3
19.4919	19.4364	19.9874	P22105	P22105;A0A140T902;A0A140TA52;A0A140T956;A0A140TA41;A0A087WWA5;A0A140TA33;A0A140T9C0;A0A3B3ISX9;A0A140T8Y3	TENX_HUMAN	TNXB	Tenascin-X
18.8258	18.8124	17.7646	P22105;Q16473	P22105;Q16473;A0A140T902;A0A087X0I0;A0A140TA52;A0A140TA41;A0A140T8Z8;A0A140TA33;A0A140T9L7;A0A140T9C0;A0A3B3ISX9;A0A140T8Y3	TENXA_HUMAN;TENX_HUMAN	TNXA;TNXB	Tenascin-X
18.4339	19.5891	16.7868	P22234	P22234;E9PBS1;D6RF62	PUR6_HUMAN	PAICS	Multifunctional protein ADE2
18.17	18.237	15.5568	P22303	P22303;F8WD68;C9J2S3;F8WAR7;C9JZL6	ACES_HUMAN	ACHE	Acetylcholinesterase
20.3046	20.94	18.4279	P22314	P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1
19.3596	18.8234	18.6862	P22352	P22352;A0A087X1J7	GPX3_HUMAN	GPX3	Glutathione peroxidase 3
16.691	19.0374	NaN	P22570	P22570;A0A0C4DFN8;J3QKZ8;A0A0A0MSZ4;A0A0C4DGN7;A0A0A0MTN9;A0A0A0MT64;A0A0A0MTR6;J3QQW7;J3QQX3	ADRO_HUMAN	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial
18.1223	18.6252	13.5747	P22626	P22626;A0A087WUI2	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1
15.2155	15.724	NaN	P22692	P22692	IBP4_HUMAN	IGFBP4	Insulin-like growth factor-binding protein 4
14.4686	14.8404	NaN	P23141	P23141;H3BSU0	EST1_HUMAN	CES1	Liver carboxylesterase 1
25.423	25.4477	26.2139	P23142	P23142	FBLN1_HUMAN	FBLN1	Fibulin-1
18.3396	19.0686	17.2111	P23246	P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich
17.8511	19.2516	15.5599	P23246;Q15233	P23246;Q15233;H7C367;C9IZL7	NONO_HUMAN;SFPQ_HUMAN	NONO;SFPQ	Splicing factor, proline- and glutamine-rich
NaN	13.2296	NaN	P23258;Q9NRH3	Q9NRH3;P23258;K7EIS0;K7EKE5	TBG1_HUMAN;TBG2_HUMAN	TUBG1;TUBG2	Tubulin gamma-1 chain
20.6596	21.87	21.647	P23284	P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B
14.3671	16.1454	NaN	P23297	P23297;Q5T7Y6	S10A1_HUMAN	S100A1	Protein S100-A1
17.2289	17.6766	NaN	P23368	P23368;A0A1W2PQH3;A0A1W2PPH1;A0A1W2PR68	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial
16.091	17.6628	NaN	P23381	P23381;H0YJP3	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic
19.0196	19.8841	17.9117	P23396	P23396;F2Z2S8;H0YEU2;H0YF32;E9PL09;E9PQ96;E9PPU1;E9PJH4;E9PK82;H0YCJ7	RS3_HUMAN	RPS3	40S ribosomal protein S3
17.2491	17.4205	16.3363	P23468	P23468;Q3KPI9;F5GWR7	PTPRD_HUMAN	PTPRD	Receptor-type tyrosine-protein phosphatase delta
22.0552	22.3107	20.8851	P23526	P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase
19.2547	19.1759	18.0059	P23528	P23528;Q9Y281;E9PK25;E9PQB7;E9PP50;G3V1A4;E9PLJ3	COF1_HUMAN	CFL1	Cofilin-1
15.8819	16.3526	15.3296	P23588	P23588;E7EX17;F8VX11	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B
15.409	17.0291	14.4086	P23921	P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit
17.3234	17.7978	19.3222	P24043	P24043;A0A087WYF1;A0A087WX80	LAMA2_HUMAN	LAMA2	Laminin subunit alpha-2
17.2532	18.2262	17.5746	P24534	P24534;C9JZW3;F8WF65;F2Z2G2	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta
18.4721	18.8399	15.7144	P24666	P24666;F2Z2Q9;D3YTI2;G5E9R5	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase
17.5986	18.3484	NaN	P24752	P24752;E9PRQ6;A0A5F9ZHH9;A0A5F9ZHL7;A0A5F9ZHL1;A0A5F9ZHJ7	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial
19.2387	19.3954	19.5035	P24821	P24821;F5H7V9;J3QSU6;H0YGZ3;E9PC84	TENA_HUMAN	TNC	Tenascin
16.4491	17.2215	NaN	P25325	P25325;B1AH49	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase
17.7128	17.3724	NaN	P25398	P25398	RS12_HUMAN	RPS12	40S ribosomal protein S12
16.3932	16.8261	NaN	P25685	P25685;Q9UDY4;M0R080;M0QYT3;M0R1D6;M0QXK0;M0QZD0	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1
17.6471	18.6641	NaN	P25705	P25705;K7EQH4;K7ERX7;K7EK77;K7EJP1;K7ENJ4	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial
16.8097	18.587	16.8259	P25786	P25786;F5GX11	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1
16.1442	18.4099	14.9276	P25787	P25787;H7C402;H3BT36;A0A024RA52	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2
16.9347	18.4241	16.6268	P25788	P25788;G3V4X5	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3
16.9442	18.5453	16.6001	P25789	P25789;H0YMV3;H0YKS0;H0YMZ1;H0YLC2;H0YKT8;H0YL69;H0YN18;H0YMA1	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4
17.8507	18.6854	16.2424	P25815	P25815	S100P_HUMAN	S100P	Protein S100-P
18.135	18.4422	16.3361	P26038	P26038	MOES_HUMAN	MSN	Moesin
16.4755	17.927	14.6372	P26196	P26196;Q8IV96	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6
16.5432	17.2899	NaN	P26368	P26368;K7ENG2	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit
17.4957	17.613	15.5208	P26373	P26373;H3BTH3;J3QSB4	RL13_HUMAN	RPL13	60S ribosomal protein L13
17.1942	18.042	14.2789	P26572	P26572	MGAT1_HUMAN	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
15.0534	14.8283	NaN	P26583	P26583;D6R9A6	HMGB2_HUMAN	HMGB2	High mobility group protein B2
16.2238	17.4991	17.0804	P26599	P26599;A0A087WU68;A0A0U1RRM4;A0A6Q8PEX4;A6NLN1;K7EKJ7;K7EK45	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1
17.8833	18.5981	15.4246	P26639	P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic
18.5323	20.1711	16.2076	P26640	P26640;A0A140T936	SYVC_HUMAN	VARS1	Valine--tRNA ligase
19.8826	20.9633	20.1402	P26641	P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma
18.2827	17.8339	19.0831	P26927	P26927;G3XAK1	HGFL_HUMAN	MST1	Hepatocyte growth factor-like protein
NaN	16.524	16.1702	P27105	P27105;F8VSL7	STOM_HUMAN	STOM	Stomatin
16.6123	17.346	NaN	P27144	P27144;F8VS11	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial
18.8595	19.456	17.6263	P27348	P27348;E9PG15	1433T_HUMAN	YWHAQ	14-3-3 protein theta
18.9982	19.8977	17.1277	P27348;P31946;P61981	P27348;P31946;Q04917;P61981;Q4VY19;A0A0J9YWE8;Q4VY20;E9PG15;A0A0J9YWZ2;A2IDB2	1433B_HUMAN;1433G_HUMAN;1433T_HUMAN	YWHAB;YWHAG;YWHAQ	14-3-3 protein theta
19.0306	19.4733	17.2384	P27348;P31946;P61981;P62258;P63104;Q04917	P62258;P27348;P31946;Q04917;P63104;P31947;P61981;Q4VY19;I3L3T1;K7EIT4;A0A0J9YWE8;E9PD24;E7ESK7;Q4VY20;E5RGE1;E9PG15;A0A0J9YWZ2;E7EX29;A2IDB2;E7EVZ2;B4DJF2;E5RIR4	1433B_HUMAN;1433E_HUMAN;1433F_HUMAN;1433G_HUMAN;1433T_HUMAN;1433Z_HUMAN	YWHAB;YWHAE;YWHAG;YWHAH;YWHAQ;YWHAZ	14-3-3 protein theta
14.7194	15.8194	NaN	P27348;P31946;P61981;Q04917	P27348;P31946;Q04917;P61981;Q4VY19;A0A0J9YWE8;Q4VY20;E9PG15;A0A0J9YWZ2;A2IDB2	1433B_HUMAN;1433F_HUMAN;1433G_HUMAN;1433T_HUMAN	YWHAB;YWHAG;YWHAH;YWHAQ	14-3-3 protein theta
16.7965	17.6013	NaN	P27361	P27361;H0YDH9;E9PJF0;E9PQW4;B3KR49;E9PBK7	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3
13.7987	13.8431	NaN	P27361;P28482	P27361;P28482;E9PJF0;E9PQW4;B3KR49	MK01_HUMAN;MK03_HUMAN	MAPK1;MAPK3	Mitogen-activated protein kinase 3
16.8306	16.8004	13.9974	P27487	P27487	DPP4_HUMAN	DPP4	Dipeptidyl peptidase 4
14.6484	NaN	NaN	P27635	P27635;A0A087WV22;X1WI28;F8W7C6	RL10_HUMAN	RPL10	60S ribosomal protein L10
16.5092	17.8004	NaN	P27694	P27694;I3L4R8	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit
17.5745	18.5145	15.0543	P27695	P27695;G3V3M6;G3V5M0;G3V359;G3V3C7	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease
16.8618	17.2189	19.1578	P27797	P27797;K7EJB9;K7EL50	CALR_HUMAN	CALR	Calreticulin
15.3854	16.8485	NaN	P27816	P27816;H0Y2V1;B5MEG9;E7EVA0;F8W9U4;H7C4C5	MAP4_HUMAN	MAP4	Microtubule-associated protein 4
15.0403	17.0555	NaN	P28065	P28065;A2ACR0;A2ACR1;A0A0G2JJA7;A0A0G2JJQ0	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9
16.8572	18.0636	16.2578	P28066	P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5
16.3729	17.981	16.908	P28070	P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4
14.4838	17.0611	14.574	P28072	P28072;A0A087X2I4;I3L3X7	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6
15.2807	17.105	15.1236	P28074	P28074;H0YJM8	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5
16.753	18.1213	NaN	P28161	P28161;E9PHN6;F6XZQ7;E9PLF1;E9PHN7	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2
18.1667	17.2542	14.1594	P28300	P28300	LYOX_HUMAN	LOX	Protein-lysine 6-oxidase
15.8879	18.2234	NaN	P28331	P28331;B4DJ81	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial
18.109	18.4232	17.5616	P28482	P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1
16.7052	16.8989	NaN	P28799	P28799;K7EKL3;K7EQI0;K7EQ05	GRN_HUMAN	GRN	Progranulin
16.6885	16.6504	14.9829	P28827	P28827;J3KRV2;E7EPS8	PTPRM_HUMAN	PTPRM	Receptor-type tyrosine-protein phosphatase mu
16.9388	18.7109	16.2135	P28838	P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase
17.4819	18.9672	16.9599	P29122	P29122;H0Y3Q0;A0A087X025;A0A087WZR0;A0A087WY68;H7BXT3	PCSK6_HUMAN	PCSK6	Proprotein convertase subtilisin/kexin type 6
16.4421	16.3785	16.9211	P29144	P29144;Q5VZU9;A0A494C1B8;A0A494C0U1	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2
18.9289	20.4109	15.4143	P29279	P29279	CCN2_HUMAN	CCN2	CCN family member 2
19.4223	20.1247	17.8317	P29401	P29401;A0A0B4J1R6	TKT_HUMAN	TKT	Transketolase
NaN	14.9361	16.2924	P29622	P29622	KAIN_HUMAN	SERPINA4	Kallistatin
18.7489	19.7841	18.0372	P29692	P29692;E9PQZ1;H0YE58;E9PRY8;E9PK01;H0YE72;A0A087X1X7	EF1D_HUMAN	EEF1D	Elongation factor 1-delta
NaN	14.1573	15.4177	P29966	P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate
20.1928	20.1305	18.9128	P30041	P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6
20.9849	20.738	20.2014	P30043	P30043;A0A2R8YEP4;M0QZL1;A0A2R8Y7Y9;M0R192	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)
16.4054	17.5984	NaN	P30048	P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial
18.2713	19.1139	17.1243	P30050	P30050	RL12_HUMAN	RPL12	60S ribosomal protein L12
17.4176	18.5808	13.9807	P30084	P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial
14.2302	16.916	NaN	P30085	P30085;A0A494BXC7;Q5T0D2	KCY_HUMAN	CMPK1	UMP-CMP kinase
20.185	20.4468	18.7811	P30086	P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1
19.5612	20.6915	17.327	P30101	P30101;H7BZJ3	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3
18.6503	19.0328	16.2169	P30153	P30153;C9J9C1;B3KQV6	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
NaN	16.9923	NaN	P30419	P30419;K7EN82	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1
NaN	15.7614	NaN	P30520	P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2
17.0702	18.1698	13.2964	P30566	P30566;A0A1B0GTJ7;A0A096LNY6;A0A1B0GWJ0;A0A0A6YY92	PUR8_HUMAN	ADSL	Adenylosuccinate lyase
18.0074	18.2863	14.9869	P30613	P30613;F8W6W2	KPYR_HUMAN	PKLR	Pyruvate kinase PKLR
15.5035	14.6063	15.4793	P30626	P30626;C9J0K6	SORCN_HUMAN	SRI	Sorcin
NaN	15.7986	NaN	P30837	P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial
16.1918	17.9657	NaN	P31040	P31040;A0A087X1I3;A0A494C1T6;D6RFM5	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial
19.1706	19.0659	16.9976	P31146	P31146;H3BRJ0;H3BRY3;H3BNA2;H3BU76;H3BTU6;H3BSL1	COR1A_HUMAN	CORO1A	Coronin-1A
15.9354	16.4397	NaN	P31150	P31150;G5E9U5	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha
18.4157	18.8886	16.5039	P31153	P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2
20.8692	20.7007	20.6061	P31431	P31431	SDC4_HUMAN	SDC4	Syndecan-4
14.3909	15.7059	NaN	P31689	P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1
20.2627	20.9112	18.2735	P31939	P31939;H7C1S2	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC
16.7539	17.4	15.8214	P31943	P55795;P31943;G8JLB6;E5RGV0;D6RIU0;E5RGH4;D6RBM0;E7EN40;E9PCY7;H0YB39	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H
17.346	18.1643	NaN	P31943;P52597	P55795;P52597;P31943;G8JLB6;H0YBD7;E9PCY7;H0YBG7;H0YB39	HNRH1_HUMAN;HNRPF_HUMAN	HNRNPF;HNRNPH1	Heterogeneous nuclear ribonucleoprotein H
18.355	18.785	16.1379	P31946	P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha
16.9415	18.0582	15.9256	P31948	P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1
19.3816	19.8057	20.446	P32119	P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2
19.8855	20.1841	18.7572	P32119;Q06830	P32119;Q06830;A0A0A0MRQ5;A0A0A0MSI0	PRDX1_HUMAN;PRDX2_HUMAN	PRDX1;PRDX2	Peroxiredoxin-2
17.445	19.1087	NaN	P32322	P32322;Q96C36;A0A087WTV6;J3KR12;J3QKT4;A0A087WZR9;E2QRB3	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial
17.3934	17.4851	NaN	P32754	P32754;A0A0B4J1R4	HPPD_HUMAN	HPD	4-hydroxyphenylpyruvate dioxygenase
16.8623	18.0642	NaN	P32969	P32969;D6RAN4	RL9_HUMAN	RPL9	60S ribosomal protein L9
NaN	15.125	NaN	P33121	P33121;B7Z3Z9;E7EPM6;H0Y9Z9;D6RER0	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1
18.245	17.3659	18.5305	P33151	P33151;I3L1J2	CADH5_HUMAN	CDH5	Cadherin-5
